EntiteFinanciereProgramme;NomenclatureComptable;DEPENSES_RECETTES;INVESTISSEMENT_FONCTIONNEMENT;CodeChapitre;LibelleChapitre;CodeArticle;LibelleArticle;CodePresentationCroisee;LibellePresentationCroisee;ORDRE_REEL;MontantRealise
Budget Assainissement;M49;Depense;Investissement;41;Operations patrimoniales;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;Ordre;0.0
Budget Assainissement;M49;Depense;Investissement;20;immobilisations incorporelles;2031;Frais d etudes, de recherche et de developpement et frais d insertion - Frais d etudes;2031;Frais d etudes, de recherche et de developpement et frais d insertion - Frais d etudes;Reel;267332.34
Budget Assainissement;M49;Depense;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles - Autres;2188;Autres immobilisations corporelles - Autres;Reel;0.0
Budget Assainissement;M49;Recette;Fonctionnement;75;Autres produits de gestion courante;757;Redevances versees par les fermiers et concessionnaires;757;Redevances versees par les fermiers et concessionnaires;Reel;0.0
Budget Assainissement;M49;Recette;Fonctionnement;77;Produits exceptionnels;7711;Produits exceptionnels sur operations de gestion - Dedits et penalites percus;7711;Produits exceptionnels sur operations de gestion - Dedits et penalites percus;Reel;43953.0
Budget Assainissement;M49;Recette;Fonctionnement;77;Produits exceptionnels;778;Autres produits exceptionnels;778;Autres produits exceptionnels;Reel;226.61
Budget Assainissement;M49;Recette;Fonctionnement;77;Produits exceptionnels;7782;Remboursement creances admises en non-valeur au titre de l assainissement et de la redevance pour modernisation des reseaux de collecte;7782;Remboursement creances admises en non-valeur au titre de l assainissement et de la redevance pour modernisation des reseaux de collecte;Reel;0.0
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28033;Amortissements des immobilisations incorporelles - Frais d insertion;28033;Amortissements des immobilisations incorporelles - Frais d insertion;Ordre;4332.55
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28051;Amortissements des concessions et droits similaires;28051;Amortissements des concessions et droits similaires;Ordre;76147.57
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28088;Amortissements des autres immobilisations incorporelles;28088;Amortissements des autres immobilisations incorporelles;Ordre;0.0
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28125;Amortissements des immobilisations corporelles - Terrains ba¢tis;28125;Amortissements des immobilisations corporelles - Terrains ba¢tis;Ordre;1854.0
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;281532;Amortissements des immobilisations corporelles - Reseaux d assainissement;281532;Amortissements des immobilisations corporelles - Reseaux d assainissement;Ordre;3769221.0
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;281562;Amortissements des immobilisations corporelles - Service d assainissement;281562;Amortissements des immobilisations corporelles - Service d assainissement;Ordre;361323.0
Budget Assainissement;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;2817562;Amortissements des immobilisations corporelles - Service d assainissement;2817562;Amortissements des immobilisations corporelles - Service d assainissement;Ordre;0.0
Budget Assainissement;M49;Recette;Investissement;13;Subventions d investissement;1315;Subventions d equipement - Groupements de collectivites;1315;Subventions d equipement - Groupements de collectivites;Reel;0.0
Budget Assainissement;M49;Recette;Investissement;16;Emprunts et dettes assimilees;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;Reel;16000000.0
Budget Assainissement;M49;Recette;Investissement;16;Emprunts et dettes assimilees;166;Refinancement de dette;166;Refinancement de dette;Reel;0.0
Budget Assainissement;M49;Recette;Investissement;23;Immobilisations en cours;2313;Immobilisations corporelles en cours - Constructions;2313;Immobilisations corporelles en cours - Constructions;Reel;191492.48
Budget Assainissement;M49;Recette;Investissement;458235;Operation sous mandat recettes - Travaux ruisseau Bassac quartier Guilvinec;458235;Operation sous mandat recettes - Travaux ruisseau Bassac quartier Guilvinec;458235;Operation sous mandat recettes - Travaux ruisseau Bassac quartier Guilvinec;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;611;Contrats de prestations de services;611;Contrats de prestations de services;Reel;2138570.44
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6156;Entretien et reparations - Maintenance;6156;Entretien et reparations - Maintenance;Reel;83694.75
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6225;Remunerations d intermediaires et honoraires - Indemnites au comptable et aux regisseurs;6225;Remunerations d intermediaires et honoraires - Indemnites au comptable et aux regisseurs;Reel;805.0
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6231;Publicite, publications, relations publiques - Annonces et insertions;6231;Publicite, publications, relations publiques - Annonces et insertions;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6257;Deplacements, missions et receptions - Receptions;6257;Deplacements, missions et receptions - Receptions;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6262;Frais postaux et de telecommunications - Frais de telecommunications;6262;Frais postaux et de telecommunications - Frais de telecommunications;Reel;14918.04
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6283;Divers - Frais de nettoyage des locaux;6283;Divers - Frais de nettoyage des locaux;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;11;Charges a  caractere general;6356;Autres impots taxes verst assimiles (adminÂ° des impots) - Redevances occupÂ° domaine public national;6356;Autres impots taxes verst assimiles (adminÂ° des impots) - Redevances occupÂ° domaine public national;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6331;Impots, taxes et versements assimiles sur remunerations (autres organismes) - Versement de transport;6331;Impots, taxes et versements assimiles sur remunerations (autres organismes) - Versement de transport;Reel;34891.4
Budget Eau;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6414;Remunerations du personnel - Indemnites et avantages divers;6414;Remunerations du personnel - Indemnites et avantages divers;Reel;450892.49
Budget Eau;M49;Depense;Fonctionnement;12;Charges de personnel et frais assimiles;6458;Charges de securite sociale et de prevoyance - Cotisations aux autres organismes sociaux;6458;Charges de securite sociale et de prevoyance - Cotisations aux autres organismes sociaux;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;42;Operations d ordre de transfert entre sections;6688;Autres Charges financieres;6688;Autres Charges financieres;Ordre;0.0
Budget Eau;M49;Depense;Fonctionnement;65;Autres charges de gestion courante;6542;Creances eteintes;6542;Creances eteintes;Reel;41689.84
Budget Eau;M49;Depense;Fonctionnement;65;Autres charges de gestion courante;6585;Charges diverses de gestion courante;6585;Charges diverses de gestion courante;Reel;0.0
Budget Eau;M49;Depense;Fonctionnement;65;Autres charges de gestion courante;6586;Remboursement trop percu factures uniques positivo-negatives;6586;Remboursement trop percu factures uniques positivo-negatives;Reel;8320.82
Budget Eau;M49;Depense;Fonctionnement;66;Charges financieres;66111;Charges d interets - Interets regles a  l echeance;66111;Charges d interets - Interets regles a  l echeance;Reel;663164.06
Budget Eau;M49;Depense;Fonctionnement;67;Charges exceptionnelles;6732;Titres annules (sur exercices anterieurs) redevances pollution ou modernisation;6732;Titres annules (sur exercices anterieurs) redevances pollution ou modernisation;Reel;104952.56
Budget Eau;M49;Depense;Investissement;1;Operations non ventilables;1;Operations non ventilables;1;Operations non ventilables;Reel;0.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;139111;Subventions d investissement inscrites au compte de resultat - Etat - Agence de l eau (O);139111;Subventions d investissement inscrites au compte de resultat - Etat - Agence de l eau (O);Ordre;91334.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13913;Subventions d investissement inscrites au compte de resultat - Departements (O);13913;Subventions d investissement inscrites au compte de resultat - Departements (O);Ordre;239023.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13914;Subventions d investissement inscrites au compte de resultat - Communes (O);13914;Subventions d investissement inscrites au compte de resultat - Communes (O);Ordre;0.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13916;Subventions d investissement inscrites au compte de resultat - Autres etablissements  publics locaux (O);13916;Subventions d investissement inscrites au compte de resultat - Autres etablissements  publics locaux (O);Ordre;33130.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;13918;Subventions d investissement inscrites au compte de resultat - Autres Charges financieres;13918;Subventions d investissement inscrites au compte de resultat - Autres Charges financieres;Ordre;116071.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;28031;Amortissements des immobilisations incorporelles - Frais d etudes;28031;Amortissements des immobilisations incorporelles - Frais d etudes;Ordre;0.0
Budget Eau;M49;Depense;Investissement;40;Operations d ordre de transfert entre sections;28051;Amortissements des concessions et droits similaires;28051;Amortissements des concessions et droits similaires;Ordre;0.0
Budget Eau;M49;Depense;Investissement;16;Emprunts et dettes assimilees;1643;Emprunts aupres des etablissements de credit - Emprunts en devises;1643;Emprunts aupres des etablissements de credit - Emprunts en devises;Reel;0.0
Budget Eau;M49;Depense;Investissement;16;Emprunts et dettes assimilees;1681;Autres Emprunts et dettes assimilees - Autres emprunts;1681;Autres Emprunts et dettes assimilees - Autres emprunts;Reel;0.0
Budget Eau;M49;Depense;Investissement;16;Emprunts et dettes assimilees;1687;Autres Emprunts et dettes assimilees - Autres dettes;1687;Autres Emprunts et dettes assimilees - Autres dettes;Reel;0.0
Budget Eau;M49;Depense;Investissement;20;immobilisations incorporelles;2033;Frais d etudes, de recherche et de developpement et frais d insertion - Frais d insertion;2033;Frais d etudes, de recherche et de developpement et frais d insertion - Frais d insertion;Reel;1017.28
Budget Eau;M49;Depense;Investissement;20;immobilisations incorporelles;2051;Concessions et droits similaires;2051;Concessions et droits similaires;Reel;65340.27
Budget Eau;M49;Depense;Investissement;21;Immobilisations corporelles;21355;Constructions - Ba¢timents administratifs;21355;Constructions - Ba¢timents administratifs;Reel;0.0
Budget Eau;M49;Depense;Investissement;21;Immobilisations corporelles;2188;Autres immobilisations corporelles - Autres;2188;Autres immobilisations corporelles - Autres;Reel;24393.99
Budget Eau;M49;Depense;Investissement;23;Immobilisations en cours;2313;Immobilisations corporelles en cours - Constructions;2313;Immobilisations corporelles en cours - Constructions;Reel;854454.7
Budget Eau;M49;Depense;Investissement;458128;Operations sous mandats depenses - devoiement reseau eau potable quartier Fenassier;458128;Operations sous mandats depenses - devoiement reseau eau potable - quartier Fenassier;458128;Operations sous mandats depenses - devoiement reseau eau potable - quartier Fenassier;Reel;0.0
Budget Eau;M49;Depense;Investissement;458154;Operation sous mandat depense - Devoiement reseau eau potable - Terrasses St Orens;458154;Operation sous mandat depense - Devoiement reseau eau potable - Terrasses St Orens;458154;Operation sous mandat depense - Devoiement reseau eau potable - Terrasses St Orens;Reel;0.0
Budget Eau;M49;Depense;Investissement;458162;Operation sous mandat depenses - TAE - Rehabilitation et devoiement reseaux;458162;Operation sous mandat depenses - TAE - Rehabilitation et devoiement reseaux;458162;Operation sous mandat depenses - TAE - Rehabilitation et devoiement reseaux;Reel;0.0
Budget Eau;M49;Recette;Fonctionnement;12;Charges de personnel et frais assimiles;64198;Remboursements sur remunerations du personnel - Autres;64198;Remboursements sur remunerations du personnel - Autres;Reel;0.0
Budget Eau;M49;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70118;Ventes d eau - Autres ventes d eau;70118;Ventes d eau - Autres ventes d eau;Reel;976955.63
Budget Eau;M49;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;704;Travaux;704;Travaux;Reel;1284341.27
Budget Eau;M49;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7064;Prestations de services - Locations de compteurs;7064;Prestations de services - Locations de compteurs;Reel;489428.48
Budget Eau;M49;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7068;Prestations de services - Autres prestations de services;7068;Prestations de services - Autres prestations de services;Reel;416855.86
Budget Eau;M49;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;7087;Produits des activites annexes - Remboursements de frais;7087;Produits des activites annexes - Remboursements de frais;Reel;0.0
Budget Eau;M49;Recette;Fonctionnement;77;Produits exceptionnels;774;Subventions exceptionnelles;774;Subventions exceptionnelles;Reel;0.0
Budget Eau;M49;Recette;Fonctionnement;77;Produits exceptionnels;7784;Regularisation reversement trop percu redevances pour modernisation des reseaux de collecte;7784;Regularisation reversement trop percu redevances pour modernisation des reseaux de collecte;Reel;0.0
Budget Eau;M49;Recette;Investissement;21;Immobilisations corporelles;21;Personnel non ventile;21;Personnel non ventile;Ordre;0.0
Budget Eau;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28087;Amortissements des immobilisations incorporelles recues au titre d une mise a  disposition;28087;Amortissements des immobilisations incorporelles recues au titre d une mise a  disposition;Ordre;0.0
Budget Eau;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28088;Amortissements des autres immobilisations incorporelles;28088;Amortissements des autres immobilisations incorporelles;Ordre;0.0
Budget Eau;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;281721;Amortissements des immobilisations corporelles - Terrains nus;281721;Amortissements des immobilisations corporelles - Terrains nus;Ordre;5745.0
Budget Eau;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;281725;Amortissements des immobilisations corporelles - Terrains ba¢tis;281725;Amortissements des immobilisations corporelles - Terrains ba¢tis;Ordre;60.0
Budget Eau;M49;Recette;Investissement;40;Operations d ordre de transfert entre sections;28182;Amortissements des immobilisations corporelles - Materiel de transport;28182;Amortissements des immobilisations corporelles - Materiel de transport;Ordre;0.0
Budget Eau;M49;Recette;Investissement;41;Operations patrimoniales;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;Ordre;0.0
Budget Eau;M49;Recette;Investissement;41;Operations patrimoniales;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;2315;Immobilisations corporelles en cours - Installations, materiel et outillage techniques;Ordre;0.0
Budget Eau;M49;Recette;Investissement;16;Emprunts et dettes assimilees;165;Depots et cautionnements recus;165;Depots et cautionnements recus;Reel;0.0
Budget Eau;M49;Recette;Investissement;458231;TCSP Voie du Canal St Martory - Recettes;458231;Operations sous mandats recettes - TCSP Voie du Canal St Martory;458231;Operations sous mandats recettes - TCSP Voie du Canal St Martory;Reel;0.0
Budget Eau;M49;Recette;Investissement;458253;Operation sous mandat depenses - TAE - Reconnaissance reseaux;458253;Operation sous mandat depenses - TAE - Reconnaissance reseaux;458253;Operation sous mandat depenses - TAE - Reconnaissance reseaux;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Fonctionnement;2;Resultat de fonctionnement reporte;2;Resultat de fonctionnement reporte;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Fonctionnement;11;Charges a  caractere general;60611;Achats non stockes de matieres et fournitures - Eau et assainissement;1;Operations non ventilables;Reel;47330.23
Budget Activite Immobiliere;M57;Depense;Fonctionnement;11;Charges a  caractere general;6068;Achats non stockes de matiere et fournitures - Autres matieres et fournitures;1;Operations non ventilables;Reel;621.82
Budget Activite Immobiliere;M57;Depense;Fonctionnement;11;Charges a  caractere general;615221;Entretien et reparations - sur Ba¢timents publics;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Fonctionnement;11;Charges a  caractere general;617;Etudes et recherches;1;Operations non ventilables;Reel;15135.0
Budget Activite Immobiliere;M57;Depense;Fonctionnement;11;Charges a  caractere general;62268;Remunerations d intermediaires et honoraires - Autres honoraires, conseils...;1;Operations non ventilables;Reel;37956.26
Budget Activite Immobiliere;M57;Depense;Fonctionnement;65;Autres charges de gestion courante;6541;Pertes sur creances irrecouvrables - Creances admises en non-valeur;1;Operations non ventilables;Reel;34111.23
Budget Activite Immobiliere;M57;Depense;Fonctionnement;67;Charges exceptionnelles;673;Titres annules (sur exercices anterieurs);1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Fonctionnement;68;Dotations aux provisions;6817;Dotations aux amortissements, aux depreciations et aux provisions - Charges de fonctionnement - Dotations aux depreciations des actifs circulants;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Investissement;1;Operations non ventilables;1;Operations non ventilables;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Investissement;40;Operations d ordre de transfert entre sections;13911;Subventions d investissement transferees au compte de resultat - Subventions d investissement rattachees aux actifs amortissables - Etat et etablissements nationaux;1;Operations non ventilables;Ordre;215006.0
Budget Activite Immobiliere;M57;Depense;Investissement;40;Operations d ordre de transfert entre sections;13912;Subventions d investissement transferees au compte de resultat - Subventions d investissement rattachees aux actifs amortissables - Regions;1;Operations non ventilables;Ordre;331426.0
Budget Activite Immobiliere;M57;Depense;Investissement;40;Operations d ordre de transfert entre sections;139158;Subventions d investissement transferees au compte de resultat - Subventions d investissement rattachees aux actifs amortissablest - Autres groupements;1;Operations non ventilables;Ordre;249284.0
Budget Activite Immobiliere;M57;Depense;Investissement;40;Operations d ordre de transfert entre sections;4912;Depreciations des comptes de redevables - Depreciation des comptes de redevables (budgetaires);1;Operations non ventilables;Ordre;0.0
Budget Activite Immobiliere;M57;Depense;Investissement;41;Operations patrimoniales;21318;Constructions - Autres ba¢timents publics (O);1;Operations non ventilables;Ordre;0.0
Budget Activite Immobiliere;M57;Depense;Investissement;13;Subventions d investissement;1311;Subventions d investissement rattachees aux actifs amortissables - Etat et etablissements nationaux;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Depense;Investissement;16;Emprunts et dettes assimilees;1641;Emprunts aupres des etablissements de credit - Emprunts en euro;1;Operations non ventilables;Reel;1635413.69
Budget Activite Immobiliere;M57;Depense;Investissement;21;Immobilisations corporelles;21838;Autres immobilisations corporelles - Autre materiel informatique;1;Operations non ventilables;Reel;190655.36
Budget Activite Immobiliere;M57;Depense;Investissement;23;Immobilisations en cours;2318;Immobilisations corporelles en cours - Autres immobilisations corporelles;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Recette;Fonctionnement;75;Autres produits de gestion courante;75888;Produits divers de gestion courante - Autres;1;Operations non ventilables;Reel;963849.36
Budget Activite Immobiliere;M57;Recette;Fonctionnement;77;Produits exceptionnels;773;Mandats annules (sur exercices anterieurs) ou atteints par la decheance quadriennale;1;Operations non ventilables;Reel;3128.7
Budget Activite Immobiliere;M57;Recette;Investissement;1;Operations non ventilables;1;Operations non ventilables;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281318;Amortissements des immobilisations corporelles - Autres ba¢timents publics;1;Operations non ventilables;Ordre;38599.0
Budget Activite Immobiliere;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281848;Amortissements des immobilisations corporelles - Autres materiels de bureau et mobiliers;1;Operations non ventilables;Ordre;14445.0
Budget Activite Immobiliere;M57;Recette;Investissement;13;Subventions d investissement;13158;Subventions d investissement rattachees aux actifs amortissables - Autres groupements;1;Operations non ventilables;Reel;762345.39
Budget Activite Immobiliere;M57;Recette;Investissement;13;Subventions d investissement;13178;Subventions d investissement rattachees aux actifs amortissables - Autres fonds europeens;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Recette;Investissement;16;Emprunts et dettes assimilees;16449;Emprunts aupres des etablissements financiers - Operations afferentes a  l option de tirage sur ligne de tresorerie;1;Operations non ventilables;Reel;0.0
Budget Activite Immobiliere;M57;Recette;Investissement;16;Emprunts et dettes assimilees;165;Depots et cautionnements recus;1;Operations non ventilables;Reel;3000.0
Budget Infrastructure Telecomm;M57;Depense;Fonctionnement;11;Charges a  caractere general;617;Etudes et recherches;1;Operations non ventilables;Reel;223248.75
Budget Infrastructure Telecomm;M57;Depense;Fonctionnement;11;Charges a  caractere general;627;Services bancaires et assimiles.;1;Operations non ventilables;Reel;50.0
Budget Infrastructure Telecomm;M57;Depense;Fonctionnement;65;Autres charges de gestion courante;65888;Charges diverses de gestion courante - Autres;1;Operations non ventilables;Reel;0.0
Budget Infrastructure Telecomm;M57;Depense;Fonctionnement;66;Charges financieres;66112;Charges d interaªts - Interaªts - rattachement des ICNE;1;Operations non ventilables;Reel;-2.1
Budget Infrastructure Telecomm;M57;Depense;Fonctionnement;68;Dotations aux provisions;6817;Dotations aux amortissements, aux depreciations et aux provisions - Charges de fonctionnement - Dotations aux depreciations des actifs circulants;1;Operations non ventilables;Reel;1943.0
Budget Infrastructure Telecomm;M57;Depense;Investissement;16;Emprunts et dettes assimilees;16449;Emprunts aupres des etablissements financiers - Operations afferentes a  l option de tirage sur ligne de tresorerie;1;Operations non ventilables;Reel;0.0
Budget Infrastructure Telecomm;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70388;Redevances et recettes d utilisation du domaine - Autres redevances et recettes diverses;1;Operations non ventilables;Reel;6081906.58
Budget Infrastructure Telecomm;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;704;Travaux;1;Operations non ventilables;Reel;301971.08
Budget Infrastructure Telecomm;M57;Recette;Fonctionnement;70;Produits des services, du domaine et ventes diverses;70878;Autres produits - par des tiers;1;Operations non ventilables;Reel;20381.12
Budget Infrastructure Telecomm;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;281533;Amortissements des immobilisations corporelles - Reseaux ca¢bles;1;Operations non ventilables;Ordre;444995.0
Budget Infrastructure Telecomm;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;28158;Amortissements des immobilisations corporelles - Autres installations, materiel et outillage techniques;1;Operations non ventilables;Ordre;10672.0
Budget Infrastructure Telecomm;M57;Recette;Investissement;16;Emprunts et dettes assimilees;16441;Emprunts aupres des etablissements financiers - Operations afferentes a  l emprunt;1;Operations non ventilables;Reel;0.0
Lot les 4 saisons Fonbeauzard;M57;Depense;Fonctionnement;11;Charges a  caractere general;605;Achats de materiel, equipements et travaux;1;Operations non ventilables;Reel;11931.0
Lot les 4 saisons Fonbeauzard;M57;Recette;Fonctionnement;74;Dotations et participations;748371;Compensations, attributions et autres participations - Dotation d equipement des territoires ruraux (DETR);1;Operations non ventilables;Reel;0.0
Lot les 4 saisons Fonbeauzard;M57;Recette;Investissement;40;Operations d ordre de transfert entre sections;3355;Travaux en cours - Travaux;1;Operations non ventilables;Ordre;0.0
Budget Lasbordes;M4x;Depense;Fonctionnement;11;Charges a  caractere general;6063;Achats non stockes de matiere et fournitures - Fournitures d entretien et de petit equipement;6063;Achats non stockes de matiere et fournitures - Fournitures d entretien et de petit equipement;Reel;1621.7
Budget Lasbordes;M4x;Depense;Fonctionnement;11;Charges a  caractere general;61528;Entretien et reparations - sur biens immobiliers autres;61528;Entretien et reparations - sur biens immobiliers autres;Reel;29947.35
Budget Lasbordes;M4x;Depense;Fonctionnement;11;Charges a  caractere general;6161;Assurance Multirisque;6161;Assurance Multirisque;Reel;0.0
Budget Lasbordes;M4x;Depense;Fonctionnement;11;Charges a  caractere general;617;Etudes et recherches;617;Etudes et recherches;Reel;0.0
Budget Lasbordes;M4x;Depense;Fonctionnement;42;Operations d ordre de transfert entre sections;6811;Dotations aux amortissements, aux depreciations et aux provisions Charges d exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;6811;Dotations aux amortissements, aux depreciations et aux provisions Charges d exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;Ordre;28821.86
Budget Oncopole;M57;Depense;Fonctionnement;11;Charges a  caractere general;608;Frais accessoires sur terrains en cours d amenagement;1;Operations non ventilables;Reel;0.0
Budget Oncopole;M57;Depense;Fonctionnement;11;Charges a  caractere general;63512;Impots, taxes et versements assimiles (administration des impots) - Taxes foncieres;1;Operations non ventilables;Reel;0.0
Budget Oncopole;M57;Depense;Fonctionnement;22;Depenses imprevues (dans le cadre d une AE);22;Depenses imprevues (dans le cadre d une AE);1;Operations non ventilables;Reel;0.0
